Report Number,Offense ID,Offense Start DateTime,Offense End DateTime,Report DateTime,Group A B,Crime Against Category,Offense Parent Group,Offense,Offense Code,Precinct,Sector,Beat,MCPP,100 Block Address,Longitude,Latitude
2023-902641,42188794314,01/11/2023 8:05:00 PM,01/11/2023 10:05:00 PM,02/13/2023 3:22:55 PM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,W,M,M2,DOWNTOWN COMMERCIAL,5TH AVE / PINE ST,-122.336484,47.61167201
2023-902643,42188794797,02/12/2023 10:00:00 PM,02/13/2023 8:30:00 AM,02/13/2023 3:23:02 PM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,N,U,U1,UNIVERSITY,50XX BLOCK OF UNIVERSITY WAY NE,-122.3130624,47.66566825
2023-902644,42188796248,02/07/2023 11:55:00 PM,02/11/2023 5:00:00 AM,02/13/2023 3:23:13 PM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,W,Q,Q2,QUEEN ANNE,5XX BLOCK OF W GALER ST,-122.36406,47.63232798
2023-042003,42188921958,02/12/2023 8:00:00 PM,02/13/2023 7:15:00 AM,02/13/2023 3:38:06 PM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,W,Q,Q2,QUEEN ANNE,25XX BLOCK OF 14TH AVE W,-122.3748627,47.6430522
2023-042390,42189274326,02/13/2023 6:15:00 AM,02/13/2023 6:15:00 AM,02/13/2023 4:24:09 PM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,SW,F,F2,SOUTH DELRIDGE,94XX BLOCK OF 18TH AVE SW,-122.3578464,47.51827906
2023-042442,42189381527,02/13/2023 4:00:00 PM,,02/13/2023 4:46:01 PM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,W,Q,Q2,QUEEN ANNE,19XX BLOCK OF QUEEN ANNE AVE N,-122.356948,47.636563
2023-042096,42189396975,02/12/2023 2:00:00 AM,02/12/2023 1:00:00 PM,02/13/2023 4:48:41 PM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,E,C,C3,MADISON PARK,11XX BLOCK OF MCGILVRA BLVD E,-122.2813493,47.62914685
2023-042415,45933183635,02/08/2023 9:00:00 PM,03/10/2023 3:25:00 PM,02/13/2023 4:49:33 PM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,SW,F,F3,SOUTH PARK,78XX BLOCK OF DETROIT AVE SW,-122.3390042,47.53604206
2023-042498,42189752912,02/13/2023 1:00:00 PM,,02/13/2023 5:27:07 PM,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,E,E,E1,CAPITOL HILL,17XX BLOCK OF SUMMIT AVE,-122.3255523,47.61704061
2023-042477,42189957232,02/11/2023 6:00:00 PM,02/12/2023 5:00:00 PM,02/13/2023 5:44:17 PM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,W,D,D3,SLU/CASCADE,1XX BLOCK OF EASTLAKE AVE E,-122.3291316,47.61912473
2023-042556,42190347021,02/03/2023 12:00:00 AM,02/11/2023 12:00:00 AM,02/13/2023 6:48:33 PM,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,W,Q,Q2,QUEEN ANNE,6XX BLOCK OF W OLYMPIC PL,-122.365566,47.627479
2023-902572,42184641733,02/11/2023 2:14:00 AM,,02/13/2023 7:02:59 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,J,J2,BALLARD NORTH,70XX BLOCK OF 9TH AVE NW,-122.3683289,47.680495
2023-902573,42184642747,02/11/2023 6:48:00 PM,02/11/2023 7:35:00 PM,02/13/2023 7:03:05 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,N,B,B3,WALLINGFORD,35XX BLOCK OF INTERLAKE AVE N,-122.3413815,47.64987432
2023-902574,42184644218,02/11/2023 8:00:00 PM,02/11/2023 9:00:00 PM,02/13/2023 7:03:11 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,E,G,G3,MADRONA/LESCHI,11XX BLOCK OF 24TH AVE S,-122.3012169,47.59254648
2023-902575,42184645178,02/10/2023 2:00:00 PM,02/10/2023 3:00:00 PM,02/13/2023 7:03:15 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,N,J,J3,GREENWOOD,7XX BLOCK OF N 84TH ST,-122.348562,47.68983581
2023-902576,42184711447,02/11/2023 8:20:00 AM,02/11/2023 8:30:00 AM,02/13/2023 7:13:04 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,N,U,U1,ROOSEVELT/RAVENNA,65XX BLOCK OF 12TH AVE NE,-122.3156641,47.67619809
2023-902646,42190612906,02/12/2023 6:53:00 PM,02/12/2023 6:54:00 PM,02/13/2023 7:32:38 PM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,N,L,L2,NORTHGATE,3XX BLOCK OF NE NORTHGATE WAY,-122.3246152,47.7086028
2023-041906,43370752489,02/13/2023 4:48:00 AM,02/25/2023 9:40:00 AM,02/13/2023 7:33:23 AM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,E,C,C3,MADISON PARK,6XX BLOCK OF 34TH AVE E,-122.2882037,47.62558089
2023-041959,42185189760,02/10/2023 5:00:00 PM,02/13/2023 6:30:00 AM,02/13/2023 7:35:26 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,E,G,G2,JUDKINS PARK/NORTH BEACON HILL,16XX BLOCK OF S WASHINGTON ST,-122.3109197,47.6008428
2023-042566,42190711767,02/13/2023 6:32:00 PM,,02/13/2023 7:41:28 PM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,N,L,L2,NORTHGATE,3XX BLOCK OF NE NORTHGATE WAY,-122.3246152,47.7086028
2023-041983,42185317580,02/13/2023 6:30:00 AM,02/13/2023 6:45:00 AM,02/13/2023 8:22:08 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,U,U3,ROOSEVELT/RAVENNA,NE 73RD ST / 34TH AVE NE,-122.2914995,47.68123166
2023-902579,42185331351,02/11/2023 11:22:00 PM,02/11/2023 11:22:00 PM,02/13/2023 8:32:54 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,B,B3,WALLINGFORD,21XX BLOCK OF N NORTHLAKE WAY,-122.3324939,47.64829623
2023-902580,42185332087,02/11/2023 11:22:00 PM,02/11/2023 11:22:00 PM,02/13/2023 8:33:01 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,B,B3,WALLINGFORD,21XX BLOCK OF N NORTHLAKE WAY,-122.3324939,47.64829623
2023-902581,42185333044,02/11/2023 11:20:00 PM,02/11/2023 11:30:00 PM,02/13/2023 8:33:09 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,B,B3,WALLINGFORD,21XX BLOCK OF N NORTHLAKE WAY,-122.3324939,47.64829623
2023-902585,42185410162,02/12/2023 9:30:00 AM,,02/13/2023 8:43:21 AM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,W,Q,Q2,QUEEN ANNE,1XX BLOCK OF NICKERSON ST,-122.3574235,47.64965732
2023-902587,42185411815,02/12/2023 6:00:00 AM,02/12/2023 6:02:00 AM,02/13/2023 8:43:34 AM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,SW,W,W1,NORTH ADMIRAL,21XX BLOCK OF SUNSET AVE SW,-122.3948928,47.58522459
2023-042267,42191325160,02/13/2023 1:00:00 PM,02/13/2023 2:10:00 PM,02/13/2023 9:10:51 PM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,S,R,R1,NORTH BEACON HILL,19XX BLOCK OF 21ST AVE S,-122.3055375,47.58591914
2023-042008,45484244399,02/12/2023 7:30:00 PM,03/08/2023 11:40:00 PM,02/13/2023 9:11:32 AM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,W,D,D2,QUEEN ANNE,12XX BLOCK OF WESTLAKE AVE N,-122.3409938,47.63099174
2023-041957,42185732844,02/13/2023 6:29:00 AM,02/13/2023 6:57:00 AM,02/13/2023 9:21:55 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,M,M3,DOWNTOWN COMMERCIAL,15XX BLOCK OF 7TH AVE,-122.3338081,47.61210339
2023-902589,42185851118,02/11/2023 3:30:00 AM,02/11/2023 3:33:00 AM,02/13/2023 9:42:54 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,E,G,G3,MADRONA/LESCHI,7XX BLOCK OF 28TH AVE S,-122.2963271,47.59625857
2023-902592,42185853246,02/11/2023 5:45:00 AM,02/11/2023 2:40:00 PM,02/13/2023 9:43:14 AM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,S,R,R3,COLUMBIA CITY,35TH AVE S / S EDMUNDS ST,-122.2888179,47.5586629
2023-042075,42185873207,02/11/2023 6:00:00 PM,02/12/2023 8:00:00 AM,02/13/2023 9:43:18 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,SW,W,W1,NORTH ADMIRAL,23XX BLOCK OF HARBOR AVE SW,-122.3735205,47.58249828
2023-902593,42185918925,02/11/2023 8:00:00 PM,02/12/2023 9:30:00 AM,02/13/2023 9:52:54 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,J,J2,BALLARD NORTH,65XX BLOCK OF 34TH AVE NW,-122.4010556,47.67616291
2023-902594,42185919525,02/10/2023 1:05:00 AM,02/10/2023 4:05:00 AM,02/13/2023 9:53:00 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,S,R,R3,COLUMBIA CITY,38XX BLOCK OF S HUDSON ST,-122.284063,47.557045
2023-902596,42185920562,02/11/2023 1:00:00 AM,02/12/2023 11:47:00 AM,02/13/2023 9:53:13 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,E,C,C3,CENTRAL AREA/SQUIRE PARK,17XX BLOCK OF 22ND AVE,-122.3037534,47.61764399
2023-902598,42185992321,02/11/2023 9:00:00 PM,02/12/2023 11:45:00 AM,02/13/2023 10:03:11 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,N,B,B2,FREMONT,42XX BLOCK OF LINDEN AVE N,-122.348532,47.658215
2023-902599,42185992845,02/12/2023 12:08:00 PM,02/12/2023 12:25:00 PM,02/13/2023 10:03:17 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,N,U,U2,UNIVERSITY,8XX BLOCK OF NE 48TH ST,-122.318983,47.664017
2023-042122,42186234667,02/13/2023 8:35:00 AM,02/13/2023 8:36:00 AM,02/13/2023 10:31:27 AM,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,SW,W,W2,ALASKA JUNCTION,45XX BLOCK OF 42ND AVE SW,-122.3854566,47.56197325
2023-042107,42186410402,02/13/2023 9:50:00 AM,,02/13/2023 10:33:44 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SW,F,F3,HIGHLAND PARK,88XX BLOCK OF 11TH AVE SW,-122.3492793,47.52374524
2023-042645,42191703845,02/13/2023 8:06:00 PM,02/15/2023 9:36:00 PM,02/13/2023 10:35:50 PM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,E,G,G3,MADRONA/LESCHI,26XX BLOCK OF S DEARBORN ST,-122.2981747,47.59553495
2023-042367,42209215690,02/13/2023 3:00:00 AM,02/13/2023 6:00:00 AM,02/13/2023 11:00:48 PM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,W,Q,Q3,QUEEN ANNE,5XX BLOCK OF ELLIOTT AVE W,-122.3651235,47.62414579
2023-042151,42186668205,02/12/2023 5:00:00 PM,02/13/2023 8:00:00 AM,02/13/2023 11:09:00 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,U,U3,ROOSEVELT/RAVENNA,73XX BLOCK OF 34TH AVE NE,-122.291529,47.68214015
2023-902602,42186680149,02/12/2023 1:20:00 PM,,02/13/2023 11:13:15 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,E,C,C1,CAPITOL HILL,6XX BLOCK OF 12TH AVE E,-122.3167441,47.62480852
2023-902601,42186680987,02/12/2023 12:30:00 AM,02/12/2023 12:57:00 AM,02/13/2023 11:13:23 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,D,D1,BELLTOWN,21XX BLOCK OF WESTERN AVE,-122.3454221,47.61155722
2023-902603,42186682556,02/10/2023 6:00:00 PM,02/12/2023 11:30:00 AM,02/13/2023 11:13:35 AM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,N,B,B2,BALLARD SOUTH,8XX BLOCK OF NW MARKET ST,-122.3673912,47.66865732
2023-902605,42186773110,02/11/2023 2:05:00 PM,02/12/2023 2:05:00 PM,02/13/2023 11:23:05 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,N,J,J2,BALLARD NORTH,11XX BLOCK OF NW 75TH ST,-122.3709339,47.68325311
2023-042140,43370781577,02/13/2023 10:00:00 AM,02/25/2023 4:43:00 AM,02/13/2023 11:27:23 AM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,S,O,O2,SODO,32XX BLOCK OF 4TH AVE S,-122.3290589,47.5749789
2023-041579,42605217761,02/12/2023 10:00:00 AM,02/14/2023 11:00:00 AM,02/13/2023 12:07:40 AM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,W,D,D2,SLU/CASCADE,9TH AVE N / JOHN ST,-122.3397784,47.61971048
2023-042200,42187346594,02/13/2023 9:00:00 AM,02/13/2023 9:01:00 AM,02/13/2023 12:23:07 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,S,R,R3,COLUMBIA CITY,36XX BLOCK OF S EDMUNDS ST,-122.2869137,47.55865955
2023-041791,42174400610,02/12/2023 11:40:00 PM,,02/13/2023 12:24:50 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,S,S,S2,BRIGHTON/DUNLAP,73XX BLOCK OF 43RD AVE S,-122.2793699,47.53613346
2023-042183,42187431053,02/13/2023 10:30:00 AM,,02/13/2023 12:30:37 PM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,S,O,O1,SODO,22XX BLOCK OF 1ST AVE S,-122.3341993,47.58293703
2023-902608,42187417045,02/11/2023 8:00:00 PM,02/12/2023 3:00:00 PM,02/13/2023 12:33:14 PM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,SW,W,W2,ALASKA JUNCTION,45XX BLOCK OF 42ND AVE SW,-122.3854566,47.56197325
2023-902609,42187417953,05/03/2022 3:00:00 PM,05/03/2022 7:00:00 PM,02/13/2023 12:33:20 PM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,W,Q,Q3,QUEEN ANNE,4XX BLOCK OF BROAD ST,-122.348134,47.620292
2023-042161,42187477602,02/13/2023 11:00:00 AM,02/13/2023 11:10:00 AM,02/13/2023 12:39:13 PM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,S,R,R2,MOUNT BAKER,27XX BLOCK OF RAINIER AVE S,-122.2991587,47.57967225
2023-902611,42187493632,02/11/2023 6:00:00 AM,02/12/2023 6:00:00 PM,02/13/2023 12:42:55 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,Q,Q3,SLU/CASCADE,3XX BLOCK OF 5TH AVE N,-122.347594,47.621757
2023-902613,42187497428,02/12/2023 11:36:00 AM,02/12/2023 11:37:00 AM,02/13/2023 12:43:06 PM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,W,Q,Q2,QUEEN ANNE,28XX BLOCK OF 1ST AVE W,-122.3582041,47.64538583
2023-902614,42187498394,02/11/2023 6:00:00 PM,02/12/2023 10:30:00 AM,02/13/2023 12:43:12 PM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,SW,W,W2,ALASKA JUNCTION,51ST AVE SW / SW GENESEE ST,-122.3968469,47.56480732
2023-902616,42187605990,02/11/2023 8:30:00 PM,02/12/2023 9:45:00 PM,02/13/2023 12:52:54 PM,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,W,Q,Q3,SLU/CASCADE,5XX BLOCK OF MERCER ST,-122.3469186,47.62455977
2023-902617,42187607767,02/10/2023 12:15:00 PM,02/12/2023 7:20:00 PM,02/13/2023 12:53:04 PM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,N,B,B3,WALLINGFORD,1XX BLOCK OF NE 53RD ST,-122.3267665,47.66717109
2023-902699,42303126041,02/14/2023 7:20:00 AM,02/14/2023 7:20:00 AM,02/14/2023 2:02:32 PM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,N,L,L3,SANDPOINT,38XX BLOCK OF NE 113TH ST,-122.2866841,47.71013207
2023-043289,42303952227,02/14/2023 11:00:00 AM,02/14/2023 12:30:00 PM,02/14/2023 2:55:47 PM,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,W,Q,Q1,MAGNOLIA,23XX BLOCK OF W COMMODORE WAY,-122.3867146,47.66060168
2023-043305,42304050646,02/10/2023 12:00:00 AM,02/14/2023 2:09:00 PM,02/14/2023 3:00:00 PM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,S,O,O1,SODO,20XX BLOCK OF AIRPORT WAY S,-122.3213939,47.58506555
2023-043237,42304073154,,,02/14/2023 3:18:48 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SW,W,W1,NORTH DELRIDGE,,0,0
2023-043303,42304337573,02/14/2023 2:05:00 PM,02/14/2023 2:07:00 PM,02/14/2023 4:02:47 PM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,SW,F,F2,ROXHILL/WESTWOOD/ARBOR HEIGHTS,26XX BLOCK OF SW BARTON ST,-122.367312,47.52102758
2023-043313,42306285140,02/14/2023 2:12:00 PM,,02/14/2023 5:54:03 PM,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,N,N,N2,BITTERLAKE,122XX BLOCK OF AURORA AVE N,-122.344896,47.717174
2023-043441,42305996506,02/14/2023 4:47:00 PM,,02/14/2023 6:05:00 PM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,N,U,U3,ROOSEVELT/RAVENNA,30XX BLOCK OF NE 45TH ST,-122.2947609,47.6612455
2023-902648,42285636924,02/12/2023 12:10:00 AM,02/13/2023 2:10:00 AM,02/14/2023 6:12:36 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,E,C,C2,MONTLAKE/PORTAGE BAY,24XX BLOCK OF BOYER AVE E,-122.3129395,47.64066734
2023-043386,42703633285,12/23/2022 8:54:00 PM,02/17/2023 6:22:00 PM,02/14/2023 6:23:51 PM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,W,Q,Q2,QUEEN ANNE,5XX BLOCK OF WARD ST,-122.3456741,47.62802798
2023-902649,42288018871,02/11/2023 7:20:00 PM,02/11/2023 8:20:00 PM,02/14/2023 7:02:48 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,N,U,U1,UNIVERSITY,52XX BLOCK OF 17TH AVE NE,-122.3094392,47.66747607
2023-902650,42288022510,02/12/2023 8:00:00 PM,02/13/2023 12:00:00 PM,02/14/2023 7:02:56 AM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,N,L,L3,LAKECITY,125XX BLOCK OF 35TH AVE NE,-122.290813,47.720952
2023-902653,42288038382,02/11/2023 10:00:00 PM,02/11/2023 11:58:00 PM,02/14/2023 7:03:19 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,D,D1,BELLTOWN,1XX BLOCK OF LENORA ST,-122.3434824,47.61216959
2023-902655,42288355688,02/07/2023 11:28:00 AM,02/08/2023 9:00:00 PM,02/14/2023 7:12:43 AM,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,S,R,R3,COLUMBIA CITY,47XX BLOCK OF 32ND AVE S,-122.2914927,47.56004241
2023-902656,42288359654,02/06/2023 3:00:00 AM,02/06/2023 3:30:00 AM,02/14/2023 7:12:49 AM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,N,L,L2,ROOSEVELT/RAVENNA,83XX BLOCK OF 5TH AVE NE,-122.3229856,47.68931582
2023-902659,42288365740,02/12/2023 12:00:00 AM,02/12/2023 6:00:00 AM,02/14/2023 7:13:00 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,E,C,C1,CAPITOL HILL,19XX BLOCK OF FEDERAL AVE E,-122.3190299,47.63658318
2023-902660,42288726740,01/27/2023 2:00:00 AM,01/27/2023 3:00:00 AM,02/14/2023 7:23:14 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,D,D2,QUEEN ANNE,5XX BLOCK OF MCGRAW ST,-122.3453205,47.63959334
2023-902663,42288734973,02/13/2023 11:00:00 AM,02/13/2023 11:10:00 AM,02/14/2023 7:23:26 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,S,O,O1,SODO,9XX BLOCK OF S HOLGATE ST,-122.3210546,47.58638866
2023-043490,42306436152,02/13/2023 5:00:00 PM,02/13/2023 6:00:00 PM,02/14/2023 7:53:57 PM,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,W,K,K1,DOWNTOWN COMMERCIAL,10XX BLOCK OF 4TH AVE,-122.3332356,47.60644458
2023-043233,42306481759,02/14/2023 1:02:00 PM,,02/14/2023 8:06:39 PM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,W,D,D1,BELLTOWN,29XX BLOCK OF 1ST AVE,-122.3531686,47.61730888
2023-902664,42290792225,02/10/2023 7:00:00 PM,02/10/2023 11:00:00 PM,02/14/2023 8:13:05 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,Q,Q3,SLU/CASCADE,6XX BLOCK OF 3RD AVE N,-122.3514838,47.62500382
2023-042973,42291150207,02/13/2023 8:00:00 PM,02/14/2023 7:10:00 AM,02/14/2023 8:17:53 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,SW,W,W1,ALKI,13XX BLOCK OF HARBOR AVE SW,-122.3823749,47.59131425
2023-042983,42291177087,02/13/2023 11:45:00 PM,02/14/2023 7:40:00 AM,02/14/2023 8:18:40 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SW,W,W1,NORTH DELRIDGE,40XX BLOCK OF 26TH AVE SW,-122.3654441,47.5672585
2023-902666,42291145806,02/12/2023 2:30:00 PM,02/12/2023 3:00:00 PM,02/14/2023 8:23:10 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,N,B,B3,WALLINGFORD,45XX BLOCK OF WALLINGFORD AVE N,-122.3364341,47.66173535
2023-902667,42291146982,02/11/2023 3:27:00 PM,02/11/2023 6:00:00 PM,02/14/2023 8:23:17 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,D,D1,BELLTOWN,1XX BLOCK OF BLANCHARD ST,-122.3447833,47.61293883
2023-902668,42291149367,02/13/2023 10:15:00 AM,02/13/2023 11:50:00 AM,02/14/2023 8:23:23 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,L,L2,NORTHGATE,3RD AVE NE / NE 100TH ST,-122.3258145,47.70134434
2023-902669,42291152269,01/07/2023 4:40:00 PM,02/13/2023 4:40:00 PM,02/14/2023 8:23:32 AM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,E,C,C1,CENTRAL AREA/SQUIRE PARK,17XX BLOCK OF 15TH AVE,-122.3127566,47.61704124
2023-902670,42291154304,02/13/2023 9:00:00 AM,02/13/2023 3:30:00 PM,02/14/2023 8:23:39 AM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,N,U,U3,SANDPOINT,77XX BLOCK OF 63RD AVE NE,-122.2641901,47.68612014
2023-902672,42291355739,02/13/2023 3:00:00 PM,02/13/2023 3:15:00 PM,02/14/2023 8:32:54 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,U,U1,ROOSEVELT/RAVENNA,73XX BLOCK OF ROOSEVELT WAY NE,-122.3174641,47.68189427
2023-902677,42291632781,02/13/2023 3:30:00 AM,02/13/2023 4:00:00 AM,02/14/2023 8:43:01 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,B,B3,WALLINGFORD,NE 42ND ST / 4TH AVE NE,-122.3240897,47.65768391
2023-902678,42291641490,02/12/2023 6:47:00 PM,02/12/2023 11:00:00 PM,02/14/2023 8:43:11 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,E,C,C2,CENTRAL AREA/SQUIRE PARK,20XX BLOCK OF E MADISON ST,-122.3051476,47.61767457
2023-902679,42291646163,02/10/2023 1:00:00 AM,02/10/2023 1:00:00 AM,02/14/2023 8:43:21 AM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,E,C,C1,EASTLAKE - EAST,10XX BLOCK OF LAKEVIEW BLVD E,-122.3256925,47.62958065
2023-902681,42291648459,01/01/2023 6:55:00 PM,01/31/2023 6:55:00 PM,02/14/2023 8:43:25 AM,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,N,U,U2,UNIVERSITY,47XX BLOCK OF 15TH AVE NE,-122.3119516,47.66398823
2023-042976,48750342667,02/14/2023 7:41:00 AM,04/04/2023 5:07:00 AM,02/14/2023 8:44:14 AM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,N,J,J3,ROOSEVELT/RAVENNA,63XX BLOCK OF 5TH AVE NE,-122.3233991,47.67511789
2023-043600,42306643686,02/14/2023 8:10:00 PM,02/14/2023 8:20:00 PM,02/14/2023 8:45:12 PM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,N,B,B2,BALLARD SOUTH,64XX BLOCK OF 8TH AVE NW,-122.3660381,47.6756254
2023-902680,42292117094,02/12/2023 7:30:00 PM,02/13/2023 8:30:00 AM,02/14/2023 8:54:05 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,B,B3,WALLINGFORD,40XX BLOCK OF 4TH AVE NE,-122.3245464,47.6567261
2023-043403,44901728894,02/11/2023 4:00:00 PM,03/04/2023 2:46:00 PM,02/14/2023 8:59:50 PM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,SW,W,W1,NORTH ADMIRAL,36XX BLOCK OF CALIFORNIA AVE SW,-122.3867655,47.57163777
2023-043481,42306693240,02/13/2023 6:00:00 AM,02/13/2023 6:00:00 PM,02/14/2023 9:00:23 PM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,W,D,D3,SLU/CASCADE,1XX BLOCK OF BOREN AVE N,-122.3358714,47.61910958
2023-042959,42292821756,02/14/2023 7:24:00 AM,,02/14/2023 9:01:46 AM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,W,Q,Q3,QUEEN ANNE,6XX BLOCK OF 1ST AVE N,-122.3554004,47.62501526
